"FeatureID","FeatureName","Phase","Category","Vendors","FreeRADIUSDictionary","RFCsAndStandards","Priority","Dependencies","EstimatedComplexity","CurrentImplementationStatus","MissingFunctionality","RequiredBackendWork","RequiredPacketProcessingWork","RequiredPolicyEngineWork","RequiredDatabaseWork","RequiredAPIWork","RequiredUIWork","RequiredTesting","RequiredDocumentation","AcceptanceCriteria","ProductionReadinessCriteria"
"NAS-0101","Distributed CoA and enforcement ownership","Phase 11 - High Availability","HA","All","All dynamic authorization dictionaries","RFC 5176","Critical","NAS-0046;NAS-0057;NAS-0100","XL","Missing","No cluster owner election and fencing for DAC, routes, VLANs, firewall, shaping, or controller operations.","Implement consensus, replicated services, ownership leases, fencing, rolling compatibility, and DR orchestration.","Preserve packet affinity, deduplication, retry continuity, and transport ownership through failover.","Define quorum, fencing, conflict, preemption, RPO/RTO, degraded mode, and recovery policy.","Replicate state synchronously where required; version schemas and persist leases, terms, offsets, and DR evidence.","Add cluster/member/quorum/owner/failover/upgrade/DR/status APIs with confirmation and audit.","Add topology, quorum, lag, owners, partitions, failover, rolling upgrade, recovery, and drill evidence.","Node/process/network/storage partitions, split brain, failover, rolling schema, geo DR, load, and soak.","Cluster architecture, quorum/fencing, rolling upgrade, partition matrix, DR, and recovery runbooks.","All named behavior for Distributed CoA and enforcement ownership passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0102","Multi-node cluster membership and quorum","Phase 11 - High Availability","HA","All","N/A","No direct RFC; internal architecture and applicable product/security standards","High","NAS-0099","XL","Missing","Only active/standby is modeled; no multi-node membership, quorum, leader election, or topology.","Implement consensus, replicated services, ownership leases, fencing, rolling compatibility, and DR orchestration.","Preserve packet affinity, deduplication, retry continuity, and transport ownership through failover.","Define quorum, fencing, conflict, preemption, RPO/RTO, degraded mode, and recovery policy.","Replicate state synchronously where required; version schemas and persist leases, terms, offsets, and DR evidence.","Add cluster/member/quorum/owner/failover/upgrade/DR/status APIs with confirmation and audit.","Add topology, quorum, lag, owners, partitions, failover, rolling upgrade, recovery, and drill evidence.","Node/process/network/storage partitions, split brain, failover, rolling schema, geo DR, load, and soak.","Cluster architecture, quorum/fencing, rolling upgrade, partition matrix, DR, and recovery runbooks.","All named behavior for Multi-node cluster membership and quorum passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0103","Automatic conflict resolution and idempotent failover","Phase 11 - High Availability","HA","All","N/A","No direct RFC; internal architecture and applicable product/security standards","High","NAS-0100;NAS-0101;NAS-0102","XL","Missing","No conflict strategy for writes, duplicate packets, leases, policy versions, and external side effects.","Implement consensus, replicated services, ownership leases, fencing, rolling compatibility, and DR orchestration.","Preserve packet affinity, deduplication, retry continuity, and transport ownership through failover.","Define quorum, fencing, conflict, preemption, RPO/RTO, degraded mode, and recovery policy.","Replicate state synchronously where required; version schemas and persist leases, terms, offsets, and DR evidence.","Add cluster/member/quorum/owner/failover/upgrade/DR/status APIs with confirmation and audit.","Add topology, quorum, lag, owners, partitions, failover, rolling upgrade, recovery, and drill evidence.","Node/process/network/storage partitions, split brain, failover, rolling schema, geo DR, load, and soak.","Cluster architecture, quorum/fencing, rolling upgrade, partition matrix, DR, and recovery runbooks.","All named behavior for Automatic conflict resolution and idempotent failover passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0104","Rolling schema and mixed-version quorum","Phase 11 - High Availability","HA","All","N/A","No direct RFC; internal architecture and applicable product/security standards","Critical","NAS-0008;NAS-0099;NAS-0102","XL","Missing","No expand/contract schema protocol, compatibility window, quorum gate, or rolling upgrade proof.","Implement consensus, replicated services, ownership leases, fencing, rolling compatibility, and DR orchestration.","Preserve packet affinity, deduplication, retry continuity, and transport ownership through failover.","Define quorum, fencing, conflict, preemption, RPO/RTO, degraded mode, and recovery policy.","Replicate state synchronously where required; version schemas and persist leases, terms, offsets, and DR evidence.","Add cluster/member/quorum/owner/failover/upgrade/DR/status APIs with confirmation and audit.","Add topology, quorum, lag, owners, partitions, failover, rolling upgrade, recovery, and drill evidence.","Node/process/network/storage partitions, split brain, failover, rolling schema, geo DR, load, and soak.","Cluster architecture, quorum/fencing, rolling upgrade, partition matrix, DR, and recovery runbooks.","All named behavior for Rolling schema and mixed-version quorum passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0105","Network partition, fencing, geo-DR, and recovery orchestration","Phase 11 - High Availability","HA","All","N/A","No direct RFC; internal architecture and applicable product/security standards","Critical","NAS-0102;NAS-0103;NAS-0104","XL","Partial","Witness/VIP drills exist; no certified partition matrix, geo recovery, RPO/RTO automation, or disaster runbook proof.","Implement consensus, replicated services, ownership leases, fencing, rolling compatibility, and DR orchestration.","Preserve packet affinity, deduplication, retry continuity, and transport ownership through failover.","Define quorum, fencing, conflict, preemption, RPO/RTO, degraded mode, and recovery policy.","Replicate state synchronously where required; version schemas and persist leases, terms, offsets, and DR evidence.","Add cluster/member/quorum/owner/failover/upgrade/DR/status APIs with confirmation and audit.","Add topology, quorum, lag, owners, partitions, failover, rolling upgrade, recovery, and drill evidence.","Node/process/network/storage partitions, split brain, failover, rolling schema, geo DR, load, and soak.","Cluster architecture, quorum/fencing, rolling upgrade, partition matrix, DR, and recovery runbooks.","All named behavior for Network partition, fencing, geo-DR, and recovery orchestration passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0106","OpenTelemetry distributed tracing","Phase 12 - Monitoring and Reporting","Observability","All","All protocols","W3C Trace Context","High","NAS-0002;NAS-0008","L","Missing","No cross-service trace from packet through policy, DB, enforcement, proxy, controller, and CoA.","Instrument services and build bounded collection, aggregation, SLO, topology, and analytics pipelines.","Emit bounded protocol/vendor/attribute/direction/outcome telemetry without secrets or unsafe cardinality.","Define SLOs, sampling, label budgets, retention, privacy, alert routing, and release error budgets.","Store traces/metrics/events/rollups/topology/capacity with partitions, retention, and warehouse export.","Add query, SLO, trace, topology, capacity, report, and export APIs with pagination and tenancy.","Add SLO, trace, vendor, topology, capacity, charging, trend, and certified dashboard views.","Telemetry correctness, cardinality, redaction, loss, load, retention, alert, SLO, and upgrade tests.","Telemetry schema, SLO catalog, dashboards, capacity model, privacy, and troubleshooting.","All named behavior for OpenTelemetry distributed tracing passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0107","SLO, SLI, error-budget, and alert policy","Phase 12 - Monitoring and Reporting","Observability","All","N/A","No direct RFC; internal architecture and applicable product/security standards","High","NAS-0106","L","Missing","No formal availability/latency/loss SLOs, burn alerts, maintenance suppression, or release gates.","Instrument services and build bounded collection, aggregation, SLO, topology, and analytics pipelines.","Emit bounded protocol/vendor/attribute/direction/outcome telemetry without secrets or unsafe cardinality.","Define SLOs, sampling, label budgets, retention, privacy, alert routing, and release error budgets.","Store traces/metrics/events/rollups/topology/capacity with partitions, retention, and warehouse export.","Add query, SLO, trace, topology, capacity, report, and export APIs with pagination and tenancy.","Add SLO, trace, vendor, topology, capacity, charging, trend, and certified dashboard views.","Telemetry correctness, cardinality, redaction, loss, load, retention, alert, SLO, and upgrade tests.","Telemetry schema, SLO catalog, dashboards, capacity model, privacy, and troubleshooting.","All named behavior for SLO, SLI, error-budget, and alert policy passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0108","Per-attribute metrics with cardinality control","Phase 12 - Monitoring and Reporting","Observability","All 195 namespaces","All dictionaries","RFC 2865","High","NAS-0002;NAS-0004","L","Partial","Counters exist but lack complete attribute/direction/reject reasons, bounded labels, sampling, and retention.","Instrument services and build bounded collection, aggregation, SLO, topology, and analytics pipelines.","Emit bounded protocol/vendor/attribute/direction/outcome telemetry without secrets or unsafe cardinality.","Define SLOs, sampling, label budgets, retention, privacy, alert routing, and release error budgets.","Store traces/metrics/events/rollups/topology/capacity with partitions, retention, and warehouse export.","Add query, SLO, trace, topology, capacity, report, and export APIs with pagination and tenancy.","Add SLO, trace, vendor, topology, capacity, charging, trend, and certified dashboard views.","Telemetry correctness, cardinality, redaction, loss, load, retention, alert, SLO, and upgrade tests.","Telemetry schema, SLO catalog, dashboards, capacity model, privacy, and troubleshooting.","All named behavior for Per-attribute metrics with cardinality control passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0109","Long-term analytics and event warehouse","Phase 12 - Monitoring and Reporting","Observability","All","All accounting dictionaries","RFC 2866","High","NAS-0008;NAS-0035;NAS-0106","XL","Missing","On-box histories are short; no warehouse, partitions, rollups, immutable events, or query governance.","Instrument services and build bounded collection, aggregation, SLO, topology, and analytics pipelines.","Emit bounded protocol/vendor/attribute/direction/outcome telemetry without secrets or unsafe cardinality.","Define SLOs, sampling, label budgets, retention, privacy, alert routing, and release error budgets.","Store traces/metrics/events/rollups/topology/capacity with partitions, retention, and warehouse export.","Add query, SLO, trace, topology, capacity, report, and export APIs with pagination and tenancy.","Add SLO, trace, vendor, topology, capacity, charging, trend, and certified dashboard views.","Telemetry correctness, cardinality, redaction, loss, load, retention, alert, SLO, and upgrade tests.","Telemetry schema, SLO catalog, dashboards, capacity model, privacy, and troubleshooting.","All named behavior for Long-term analytics and event warehouse passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0110","Topology, dependency, and capacity forecasting","Phase 12 - Monitoring and Reporting","Observability","All NAS/controllers","All NAS dictionaries","No direct RFC; internal architecture and applicable product/security standards","Medium","NAS-0013;NAS-0078;NAS-0106;NAS-0109","L","Missing","No live topology, dependency graph, saturation trends, AP/NAS capacity model, or forecast.","Instrument services and build bounded collection, aggregation, SLO, topology, and analytics pipelines.","Emit bounded protocol/vendor/attribute/direction/outcome telemetry without secrets or unsafe cardinality.","Define SLOs, sampling, label budgets, retention, privacy, alert routing, and release error budgets.","Store traces/metrics/events/rollups/topology/capacity with partitions, retention, and warehouse export.","Add query, SLO, trace, topology, capacity, report, and export APIs with pagination and tenancy.","Add SLO, trace, vendor, topology, capacity, charging, trend, and certified dashboard views.","Telemetry correctness, cardinality, redaction, loss, load, retention, alert, SLO, and upgrade tests.","Telemetry schema, SLO catalog, dashboards, capacity model, privacy, and troubleshooting.","All named behavior for Topology, dependency, and capacity forecasting passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0111","Certified dashboards, charge reports, and executive exports","Phase 12 - Monitoring and Reporting","Observability","All major vendors","All dictionaries","RFC 2866","Medium","NAS-0041;NAS-0107;NAS-0108;NAS-0109;NAS-0110","L","Partial","Many exports exist; no vendor-certified dashboards, billing reports, SLO views, or long-horizon executive reporting.","Instrument services and build bounded collection, aggregation, SLO, topology, and analytics pipelines.","Emit bounded protocol/vendor/attribute/direction/outcome telemetry without secrets or unsafe cardinality.","Define SLOs, sampling, label budgets, retention, privacy, alert routing, and release error budgets.","Store traces/metrics/events/rollups/topology/capacity with partitions, retention, and warehouse export.","Add query, SLO, trace, topology, capacity, report, and export APIs with pagination and tenancy.","Add SLO, trace, vendor, topology, capacity, charging, trend, and certified dashboard views.","Telemetry correctness, cardinality, redaction, loss, load, retention, alert, SLO, and upgrade tests.","Telemetry schema, SLO catalog, dashboards, capacity model, privacy, and troubleshooting.","All named behavior for Certified dashboards, charge reports, and executive exports passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0112","Vault, HSM, TPM, and envelope encryption","Phase 13 - Security","Security","All","All secret-bearing dictionaries","RFC 6614","Critical","NAS-0007;NAS-0008","XL","Missing","No external secret manager, hardware-backed keys, envelope encryption, attestation, or provider HA.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for Vault, HSM, TPM, and envelope encryption passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0113","Automated credential, CA, and token rotation","Phase 13 - Security","Security","All vendors/controllers","All","RFC 5280;RFC 6614","Critical","NAS-0027;NAS-0112","L","Partial","No formal scheduled rotation, overlap, revocation, rollback, service reload, or evidence workflow.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for Automated credential, CA, and token rotation passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0114","Administrative MFA and break-glass governance","Phase 13 - Security","Security","All","N/A","WebAuthn Level 2","Critical","NAS-0021;NAS-0034","L","Missing","SSO/RBAC exists but no enforced MFA, dual-control recovery, sealed credentials, or periodic access review.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for Administrative MFA and break-glass governance passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0115","FIPS and cryptographic policy profiles","Phase 13 - Security","Security","All regulated deployments","N/A","FIPS 140-3","High","NAS-0007;NAS-0112","XL","Missing","No approved algorithm profile, provider validation, key-size policy, startup self-test, or compliance evidence.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for FIPS and cryptographic policy profiles passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0116","SBOM, signing, provenance, and vulnerability gates","Phase 13 - Security","Security","All","N/A","SLSA","Critical","NAS-0001","L","Partial","Image signing exists partially; no complete SBOM attestation, dependency policy, provenance, CVE SLA, or release block.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for SBOM, signing, provenance, and vulnerability gates passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0117","Independent security audit, fuzz review, and penetration test","Phase 13 - Security","Security","All","All protocols","OWASP ASVS","Critical","NAS-0122;NAS-0115","XL","Missing","No external architecture review, protocol audit, web/API pentest, remediation SLA, or retest attestation.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for Independent security audit, fuzz review, and penetration test passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0118","Data-at-rest, tenant, privacy, and residency controls","Phase 13 - Security","Security","All multi-tenant deployments","Tenant/location families","No direct RFC; internal architecture and applicable product/security standards","Critical","NAS-0008;NAS-0034;NAS-0112","XL","Partial","No hard row encryption/isolation, tenant keys, residency routing, deletion proof, DLP, or isolation pentest.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for Data-at-rest, tenant, privacy, and residency controls passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0119","Protocol rate limits, abuse controls, and DDoS resilience","Phase 13 - Security","Security","All","All network dictionaries","RFC 2865","High","NAS-0009;NAS-0107","L","Partial","Basic firewall limits exist; no adaptive per-client quotas, challenge throttles, queue protection, or soak proof.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for Protocol rate limits, abuse controls, and DDoS resilience passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0120","Secure captive portal, consent, and identity privacy","Phase 13 - Security","Security","All hotspot/guest vendors","WISPr; ChilliSpot; Nomadix","RFC 8910","High","NAS-0081;NAS-0117","L","Partial","No HTTPS/captive API strategy, legal-consent versioning, multilingual policy, IdP/social privacy, abuse, or data minimization.","Implement centralized security controls, provider integrations, rotation jobs, attestation, and fail-closed validation.","Apply protocol hardening, identity verification, anti-replay, bounds, and rate controls where applicable.","Define cryptographic, access, privacy, recovery, dual-control, and exception policy.","Store only references/encrypted material, key versions, approvals, access evidence, retention, and deletion proofs.","Add secure lifecycle, rotation, attestation, exception, access-review, and audit APIs without secret disclosure.","Add security posture, expiry/rotation, MFA, approval, compliance, and exception workflows.","Threat-model, negative auth, rotation, recovery, crypto, fuzz, pentest, isolation, and supply-chain tests.","Threat model, key ceremony, incident response, compliance profile, and secure operations runbooks.","All named behavior for Secure captive portal, consent, and identity privacy passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0121","Golden packet vectors for every classified attribute","Phase 14 - Certification","Certification","All 195 namespaces","All 7,654 attributes","RFC 2865;RFC 2866;RFC 5176","Critical","NAS-0002;NAS-0003;NAS-0004;NAS-0005","XL","Missing","Only limited tests exist; every direction/type/cardinality/enum needs authoritative positive vectors.","Extend deterministic certification harnesses, artifact manifests, evidence signing, and release integration.","Create authoritative positive/negative vectors, captures, decoders, and protocol/version matrices.","Define pass/fail gates, waivers, firmware scope, drift tolerance, evidence expiry, and recertification triggers.","Index certification runs, product/firmware versions, artifacts, failures, waivers, and expiry.","Expose lab plans, runs, artifacts, matrix, waivers, and readiness status.","Add certification matrix, run status, evidence, failures, waivers, and expiry views.","Execute the named unit/integration/fuzz/hardware/scale/soak/upgrade/rollback matrix.","Lab topology, legal/vendor prerequisites, exact procedures, expected evidence, and signed results.","All named behavior for Golden packet vectors for every classified attribute passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0122","Malformed packet, property, and fuzz corpus","Phase 14 - Certification","Certification","All","All dictionaries","RFC 2865","Critical","NAS-0005;NAS-0009","XL","Missing","No comprehensive malformed length/tag/group/repeat/AVPair corpus, continuous fuzzing, or crash triage SLA.","Extend deterministic certification harnesses, artifact manifests, evidence signing, and release integration.","Create authoritative positive/negative vectors, captures, decoders, and protocol/version matrices.","Define pass/fail gates, waivers, firmware scope, drift tolerance, evidence expiry, and recertification triggers.","Index certification runs, product/firmware versions, artifacts, failures, waivers, and expiry.","Expose lab plans, runs, artifacts, matrix, waivers, and readiness status.","Add certification matrix, run status, evidence, failures, waivers, and expiry views.","Execute the named unit/integration/fuzz/hardware/scale/soak/upgrade/rollback matrix.","Lab topology, legal/vendor prerequisites, exact procedures, expected evidence, and signed results.","All named behavior for Malformed packet, property, and fuzz corpus passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
"NAS-0123","FreeRADIUS version and transport interoperability lab","Phase 14 - Certification","Certification","All","FreeRADIUS; all dictionaries","RFC 2865;RFC 6614;RFC 9765;RFC 9813","Critical","NAS-0003;NAS-0014;NAS-0121","L","Partial","Need supported-version matrix, UDP/RadSec/PSK, proxy, accounting, CoA, upgrade, and downgrade proof.","Extend deterministic certification harnesses, artifact manifests, evidence signing, and release integration.","Create authoritative positive/negative vectors, captures, decoders, and protocol/version matrices.","Define pass/fail gates, waivers, firmware scope, drift tolerance, evidence expiry, and recertification triggers.","Index certification runs, product/firmware versions, artifacts, failures, waivers, and expiry.","Expose lab plans, runs, artifacts, matrix, waivers, and readiness status.","Add certification matrix, run status, evidence, failures, waivers, and expiry views.","Execute the named unit/integration/fuzz/hardware/scale/soak/upgrade/rollback matrix.","Lab topology, legal/vendor prerequisites, exact procedures, expected evidence, and signed results.","All named behavior for FreeRADIUS version and transport interoperability lab passes unit, integration, negative, upgrade, rollback, HA, and applicable real-device tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains.","Production readiness requires non-placeholder identity, secure secrets, migration and rollback proof, SLOs, capacity limits, HA behavior, signed evidence, exact vendor/product/firmware scope, and zero unresolved Critical defects."
