Vendor,PEN,Attribute,Number,OID,Type,EnumeratedValues,CapabilityFamily,Status,Pack,Semantic,Direction,Functionality
ipUnplugged,5925,IPU-MIP-Alg-Mode,54,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by IPU-MIP-Alg-Mode; the dictionary supplies wire metadata, not a complete behavioral specification."
ipUnplugged,5925,IPU-MIP-Replay-Prot,55,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by IPU-MIP-Replay-Prot; the dictionary supplies wire metadata, not a complete behavioral specification."
ipUnplugged,5925,IPU-IKE-Remote-Addr,61,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by IPU-IKE-Remote-Addr; the dictionary supplies wire metadata, not a complete behavioral specification."
ipUnplugged,5925,IPU-IKE-Local-Addr,62,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by IPU-IKE-Local-Addr; the dictionary supplies wire metadata, not a complete behavioral specification."
ipUnplugged,5925,IPU-IKE-Auth,63,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by IPU-IKE-Auth; exact acceptance semantics require the vendor specification."
ipUnplugged,5925,IPU-IKE-Conf-Name,64,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by IPU-IKE-Conf-Name; the dictionary supplies wire metadata, not a complete behavioral specification."
ipUnplugged,5925,IPU-IKE-Cmd,65,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by IPU-IKE-Cmd; the dictionary supplies wire metadata, not a complete behavioral specification."
Issanni,5948,Issanni-SoftFlow-Template,1,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Issanni-SoftFlow-Template; the dictionary supplies wire metadata, not a complete behavioral specification."
Issanni,5948,Issanni-NAT-Support,2,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Issanni-NAT-Support."
Issanni,5948,Issanni-Routing-Context,3,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Issanni-Routing-Context; the dictionary supplies wire metadata, not a complete behavioral specification."
Issanni,5948,Issanni-Tunnel-Name,4,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Issanni-Tunnel-Name; the dictionary supplies wire metadata, not a complete behavioral specification."
Issanni,5948,Issanni-IP-Pool-Name,5,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Issanni-IP-Pool-Name."
Issanni,5948,Issanni-PPPoE-URL,6,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Issanni-PPPoE-URL."
Issanni,5948,Issanni-PPPoE-MOTM,7,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Issanni-PPPoE-MOTM."
Issanni,5948,Issanni-Service,8,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Issanni-Service."
Issanni,5948,Issanni-Pri-DNS,9,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Issanni-Pri-DNS."
Issanni,5948,Issanni-Sec-DNS,10,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Issanni-Sec-DNS."
Issanni,5948,Issanni-Pri-NBNS,11,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Issanni-Pri-NBNS; the dictionary supplies wire metadata, not a complete behavioral specification."
Issanni,5948,Issanni-Sec-NBNS,12,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Issanni-Sec-NBNS; the dictionary supplies wire metadata, not a complete behavioral specification."
Issanni,5948,Issanni-Traffic-Class,13,,string,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by Issanni-Traffic-Class."
Issanni,5948,Issanni-Tunnel-Type,14,,integer,3,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Issanni-Tunnel-Type; the dictionary supplies wire metadata, not a complete behavioral specification."
Issanni,5948,Issanni-NAT-Type,15,,integer,2,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Issanni-NAT-Type."
Issanni,5948,Issanni-QOS-Class,16,,string,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by Issanni-QOS-Class."
Issanni,5948,Issanni-Interface-Name,17,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Issanni-Interface-Name; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Auth-Serv-IP,100,,ipaddr,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by ITK-Auth-Serv-IP; exact acceptance semantics require the vendor specification."
ITK,1195,ITK-Auth-Serv-Prot,101,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by ITK-Auth-Serv-Prot; exact acceptance semantics require the vendor specification."
ITK,1195,ITK-Provider-Id,102,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Provider-Id; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Usergroup,103,,integer,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by ITK-Usergroup."
ITK,1195,ITK-Banner,104,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Banner; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Username-Prompt,105,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Username-Prompt; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Password-Prompt,106,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by ITK-Password-Prompt; exact acceptance semantics require the vendor specification."
ITK,1195,ITK-Welcome-Message,107,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Welcome-Message; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Prompt,108,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Prompt; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-IP-Pool,109,,integer,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by ITK-IP-Pool."
ITK,1195,ITK-Tunnel-IP,110,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Tunnel-IP; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Tunnel-Prot,111,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Tunnel-Prot; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Acct-Serv-IP,112,,ipaddr,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by ITK-Acct-Serv-IP."
ITK,1195,ITK-Acct-Serv-Prot,113,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by ITK-Acct-Serv-Prot."
ITK,1195,ITK-Filter-Rule,114,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by ITK-Filter-Rule."
ITK,1195,ITK-Channel-Binding,115,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Channel-Binding; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Start-Delay,116,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by ITK-Start-Delay."
ITK,1195,ITK-NAS-Name,117,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by ITK-NAS-Name."
ITK,1195,ITK-ISDN-Prot,118,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-ISDN-Prot; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-PPP-Auth-Type,119,,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by ITK-PPP-Auth-Type."
ITK,1195,ITK-Dialout-Type,120,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Dialout-Type; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Ftp-Auth-IP,121,,ipaddr,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by ITK-Ftp-Auth-IP; exact acceptance semantics require the vendor specification."
ITK,1195,ITK-Users-Default-Entry,122,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Users-Default-Entry; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Users-Default-Pw,123,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Users-Default-Pw; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Auth-Req-Type,124,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by ITK-Auth-Req-Type; exact acceptance semantics require the vendor specification."
ITK,1195,ITK-Modem-Pool-Id,125,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Modem-Pool-Id; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Modem-Init-String,126,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Modem-Init-String; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-PPP-Client-Server-Mode,127,,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by ITK-PPP-Client-Server-Mode."
ITK,1195,ITK-PPP-Compression-Prot,128,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by ITK-PPP-Compression-Prot."
ITK,1195,ITK-Username,129,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Username; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-Dest-No,130,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-Dest-No; the dictionary supplies wire metadata, not a complete behavioral specification."
ITK,1195,ITK-DDI,131,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by ITK-DDI; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Local-User-Name,1,,string,,Authorization/policy,partial,juniper,access.role,"inbound,outbound_reply","Vendor-defined state carried by Juniper-Local-User-Name; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Allow-Commands,2,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Juniper-Allow-Commands."
Juniper,2636,Juniper-Deny-Commands,3,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Juniper-Deny-Commands."
Juniper,2636,Juniper-Allow-Configuration,4,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Allow-Configuration; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Deny-Configuration,5,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Deny-Configuration; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Interactive-Command,8,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Juniper-Interactive-Command."
Juniper,2636,Juniper-Configuration-Change,9,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Configuration-Change; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-User-Permissions,10,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-User-Permissions; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Junosspace-Profile,11,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Junosspace-Profile; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Junosspace-Profiles,11,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Junosspace-Profiles; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-CTP-Group,21,,integer,4,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Juniper-CTP-Group."
Juniper,2636,Juniper-CTPView-APP-Group,22,,integer,3,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Juniper-CTPView-APP-Group."
Juniper,2636,Juniper-CTPView-OS-Group,23,,integer,3,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Juniper-CTPView-OS-Group."
Juniper,2636,Juniper-Primary-Dns,31,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Juniper-Primary-Dns."
Juniper,2636,Juniper-Primary-Wins,32,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Primary-Wins; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Secondary-Dns,33,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Juniper-Secondary-Dns."
Juniper,2636,Juniper-Secondary-Wins,34,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Secondary-Wins; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Interface-id,35,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Interface-id; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Ip-Pool-Name,36,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Juniper-Ip-Pool-Name."
Juniper,2636,Juniper-Keep-Alive,37,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Keep-Alive; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-CoS-Traffic-Control-Profile,38,,string,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by Juniper-CoS-Traffic-Control-Profile."
Juniper,2636,Juniper-CoS-Parameter,39,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-CoS-Parameter; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-encapsulation-overhead,40,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-encapsulation-overhead; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-cell-overhead,41,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-cell-overhead; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-tx-connect-speed,42,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-tx-connect-speed; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-rx-connect-speed,43,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-rx-connect-speed; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Firewall-filter-name,44,,string,,ACL/firewall policy,partial,juniper,enforcement.acl,"inbound,outbound_reply","Vendor mobile-core, APN/PDP, roaming, or charging state carried by Juniper-Firewall-filter-name."
Juniper,2636,Juniper-Policer-Parameter,45,,string,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by Juniper-Policer-Parameter."
Juniper,2636,Juniper-Local-Group-Name,46,,string,,NAS/device management,partial,juniper,device.group,inbound,"Vendor role, privilege, service, group, or policy selection carried by Juniper-Local-Group-Name."
Juniper,2636,Juniper-Local-Interface,47,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Juniper-Local-Interface; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-Switching-Filter,48,,string,,ACL/firewall policy,partial,juniper,enforcement.acl,"inbound,outbound_reply","Vendor mobile-core, APN/PDP, roaming, or charging state carried by Juniper-Switching-Filter."
Juniper,2636,Juniper-VoIP-Vlan,49,,string,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by Juniper-VoIP-Vlan."
Juniper,2636,Juniper-CWA-Redirect,50,,string,,Captive portal/hotspot/guest,partial,juniper,guest.portal_profile,"inbound,outbound_reply","Vendor redirect, portal, hotspot, walled-garden, or guest lifecycle state carried by Juniper-CWA-Redirect."
Juniper,2636,Juniper-AV-Pair,52,,string,,ACL/firewall policy,partial,juniper,enforcement.dynamic_acl,"inbound,outbound_reply","Vendor-defined state carried by Juniper-AV-Pair; the dictionary supplies wire metadata, not a complete behavioral specification."
Juniper,2636,Juniper-DHCPv4-Options,55,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Juniper-DHCPv4-Options."
Juniper,2636,Juniper-DHCPv6-Options,207,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Juniper-DHCPv6-Options."
Juniper,2636,Juniper-DHCPv4-Packet-Header,208,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Juniper-DHCPv4-Packet-Header."
Juniper,2636,Juniper-DHCPv6-Packet-Header,209,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Juniper-DHCPv6-Packet-Header."
Juniper,2636,Juniper-Acct-Request-Reason,210,,uint32,3,Accounting/session,partial,juniper,accounting.counters,accounting,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Juniper-Acct-Request-Reason."
KarlNet,762,KarlNet-TurboCell-Name,151,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KarlNet-TurboCell-Name; the dictionary supplies wire metadata, not a complete behavioral specification."
KarlNet,762,KarlNet-TurboCell-TxRate,152,,integer,2039,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by KarlNet-TurboCell-TxRate."
KarlNet,762,KarlNet-TurboCell-OpState,153,,integer,2,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KarlNet-TurboCell-OpState; the dictionary supplies wire metadata, not a complete behavioral specification."
KarlNet,762,KarlNet-TurboCell-OpMode,154,,integer,4,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KarlNet-TurboCell-OpMode; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Release-Indicator,2,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Release-Indicator; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-AP-Radio-Identity,3,,octets,,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by Kineto-UMA-AP-Radio-Identity."
Kineto,16445,Kineto-UMA-Cell-Identity,4,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Cell-Identity; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Location-Area-Identification,5,,octets,,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by Kineto-UMA-Location-Area-Identification."
Kineto,16445,Kineto-UMA-Coverage-Indicator,6,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Coverage-Indicator; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Classmark,7,,octets,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Kineto-UMA-Classmark."
Kineto,16445,Kineto-UMA-Geographical-Location,8,,octets,,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by Kineto-UMA-Geographical-Location."
Kineto,16445,Kineto-UMA-SGW-IP-Address,9,,octets,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Kineto-UMA-SGW-IP-Address."
Kineto,16445,Kineto-UMA-SGW-FQDN,10,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-SGW-FQDN; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Redirection-Counter,11,,octets,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Kineto-UMA-Redirection-Counter."
Kineto,16445,Kineto-UMA-Discovery-Reject-Cause,12,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Discovery-Reject-Cause; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-RRC-State,17,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-RRC-State; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Register-Reject-Cause,21,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Register-Reject-Cause; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Routing-Area-Code,41,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Routing-Area-Code; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-AP-Location,42,,octets,,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by Kineto-UMA-AP-Location."
Kineto,16445,Kineto-UMA-Location-Status,44,,octets,,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by Kineto-UMA-Location-Status."
Kineto,16445,Kineto-UMA-Utran-Cell-Identity,49,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Utran-Cell-Identity; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Location-Blacklist-Indicator,58,,octets,,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by Kineto-UMA-Location-Blacklist-Indicator."
Kineto,16445,Kineto-UMA-AP-Service-Name,61,,octets,,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by Kineto-UMA-AP-Service-Name."
Kineto,16445,Kineto-UMA-Service-Zone-Information,62,,octets,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Kineto-UMA-Service-Zone-Information."
Kineto,16445,Kineto-UMA-Serving-UNC-Table-Indicator,67,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Serving-UNC-Table-Indicator; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Registration-Indicators,68,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-Registration-Indicators; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-UMA-PLMN-List,69,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-UMA-PLMN-List; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-Required-UMA-Services,71,,octets,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Kineto-UMA-Required-UMA-Services."
Kineto,16445,Kineto-UMA-3G-Cell-Identity,73,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-3G-Cell-Identity; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-UMA-MS-Radio-Identity,96,,octets,,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by Kineto-UMA-MS-Radio-Identity."
Kineto,16445,Kineto-UMA-UNC-IP-Address,97,,octets,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Kineto-UMA-UNC-IP-Address."
Kineto,16445,Kineto-UMA-UNC-FQDN,98,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-UMA-UNC-FQDN; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-URR-Transaction-Type,65281,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-URR-Transaction-Type; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-Location-Key,65282,,octets,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Kineto-Location-Key; exact acceptance semantics require the vendor specification."
Kineto,16445,Kineto-UP-Client-Remote-Address,65283,,octets,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Kineto-UP-Client-Remote-Address."
Kineto,16445,Kineto-Hand-In-Control-Flag,65284,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-Hand-In-Control-Flag; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-Hand-Out-Control-Flag,65285,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Kineto-Hand-Out-Control-Flag; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,Kineto-Billing-Rate-Indicator,65286,,octets,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by Kineto-Billing-Rate-Indicator."
Kineto,16445,Kineto-Service-Area-Code,65289,,octets,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Kineto-Service-Area-Code."
Kineto,16445,KW-IUH-MESSAGE-TYPE,65408,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-IUH-MESSAGE-TYPE; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-REMOTE-ADDRESS,65409,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-REMOTE-ADDRESS; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-IDENTITY,65410,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-IDENTITY; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-LOC-INFO-MACRO-COVERAGE-IND,65411,,integer,3,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-LOC-INFO-MACRO-COVERAGE-IND; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-LOC-INFO-GERAN-CELL-ID,65412,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-LOC-INFO-GERAN-CELL-ID; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-LOC-INFO-UTRAN-CELL-ID,65413,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-LOC-INFO-UTRAN-CELL-ID; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-LOC-INFO-GEO-COORDINATES,65414,,integer,2,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by KW-HNB-LOC-INFO-GEO-COORDINATES."
Kineto,16445,KW-HNB-LOC-INFO-ALTITUDE-Direction,65415,,integer,2,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-LOC-INFO-ALTITUDE-Direction; the dictionary supplies wire metadata, not a complete behavioral specification."
